nct_id,brief_title,sponsor_name,phase,overall_status,start_date,completion_date,enrollment_count,interventions
NCT01749774,Physical Activity and Testicular Cancer,Oslo University Hospital,NA,COMPLETED,2012-12,2013-06,13.0,Physical activity counseling
NCT06212076,Phase I/II Study of IPG1094 in Advanced Solid Tumors Patients,"Nanjing Immunophage Biotech Co., Ltd",PHASE1,RECRUITING,2024-07-11,2027-07-09,60.0,IPG1094
NCT06353386,Substudy 01A: Safety and Efficacy of Opevesostat (MK-5684)-Based Treatment Combinations or Opevesostat Alone in Participants With Metastatic Castration-resistant Prostate Cancer (mCRPC) (MK-5684-01A),Merck Sharp & Dohme LLC,PHASE1,RECRUITING,2024-05-20,2029-01-15,220.0,Opevesostat; Olaparib; Docetaxel; Cabazitaxel; Fludrocortisone acetate; Dexamethasone; Prednisone
NCT05895370,HPV-T in HPV-16 Positive Recurrent or Metastatic Solid Tumors,"BGI, China",PHASE1,UNKNOWN,2023-04-13,2025-04-13,12.0,HPV-T; Interleukin-2
NCT05913570,Cadonilimab as Neoadjuvant Therapy in Resectable Stage II-III MSI-H/dMMR Colorectal Cancer,LiuYing,PHASE2,UNKNOWN,2023-06-20,2023-12-20,22.0,"Cadonilimab (®), a PD-1/CTLA-4 bi-specific antibody"
NCT06022770,Clinical Study on Nutrition Intervention in Patients With Esophageal and Gastric Cancer Treated With Chemotherapy,Hunan Cancer Hospital,NA,UNKNOWN,2023-08-30,2024-12-30,240.0,Nutritional counseling，Enteral Nutrition
NCT03525678,A Study to Investigate the Efficacy and Safety of Two Doses of GSK2857916 in Participants With Multiple Myeloma Who Have Failed Prior Treatment With an Anti-CD38 Antibody,GlaxoSmithKline,PHASE2,COMPLETED,2018-06-18,2024-09-12,221.0,Belantamab mafodotin frozen liquid; Belantamab mafodotin lyophilized powder
NCT02376985,Evaluation of Oral Care to Prevent Oral Mucositis in ER Positive MBC Patients Treated With Everolimus: Phase 3 RCT,Comprehensive Support Project for Oncology Research,PHASE3,COMPLETED,2015-03-26,2018-10-16,174.0,Oral management; Everolimus
NCT03871686,Promotion of Well-being of Young Adult Brain Cancer Survivors,"University of Wisconsin, Madison",NA,COMPLETED,2019-02-13,2019-05-19,139.0,Brief Internet-based Behavioral Activation Intervention
NCT00011986,Combination Chemotherapy in Treating Patients With Stage III or Stage IV Ovarian Epithelial Cancer or Primary Peritoneal Cancer,Gynecologic Oncology Group,PHASE3,COMPLETED,2001-01,2013-01-28,4312.0,Paclitaxel; Carboplatin; Gemcitabine Hydrochloride; Pegylated Liposomal Doxorubicin Hydrochloride; Topotecan Hydrochloride; Therapeutic Conventional Surgery
NCT00754286,A Randomized Trial of The Effectiveness of Aromatherapy on Chemotherapy Induced Nausea and Vomiting in Children With Cancer,Albert Einstein College of Medicine,NA,COMPLETED,2008-07,2011-07,132.0,Aromatherapy Scented Wand; Placebo wand
NCT00281970,"Docetaxel and Cisplatin in Treating Patients With Stage I, Stage II, or Stage III Non-Small Cell Lung Cancer That Has Been Completely Removed By Surgery",Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins,PHASE2,COMPLETED,2004-08,2009-06,50.0,cisplatin; docetaxel; adjuvant therapy
NCT01980823,Pre-Surgical Trial of the Combination of Metformin and Atorvastatin in Newly Diagnosed Operable Breast Cancer,Columbia University,EARLY_PHASE1,COMPLETED,2013-10,2022-12,23.0,Metformin; Atorvastatin; Breast surgery
NCT03776123,Post-marketing Surveillance on the Safety of CabometyxTM in Korean Patients,Ipsen,N/A,COMPLETED,2019-05-15,2024-03-26,347.0,
NCT04927559,Health Literacy in Understanding Radiation Therapy Information in Patients Undergoing Definitive Radiation Therapy,University of Southern California,N/A,TERMINATED,2020-12-18,2024-04-23,35.0,Survey Administration
NCT03400280,POstopeRative Standardization of Care: THe Implementation of Best Practice After Pancreatic Resection,St. Antonius Hospital,NA,UNKNOWN,2018-01-08,2020-02-09,1600.0,Best practice algorithm for postoperative care
NCT05982379,Motivation Program for Children With Cancer,Zeynep Kisecik Şengül,NA,COMPLETED,2019-09-02,2020-08-28,31.0,Technology Based Motivation Program
NCT04092179,Study of Enasidenib and Venetoclax in IDH2-Mutated Blood Cancers,"University Health Network, Toronto",PHASE1,TERMINATED,2020-11-05,2023-10-26,27.0,Enasidenib; Venetoclax
NCT00465179,Sunitinib Malate in Patients With Non-Clear Cell Renal Cell Cancer,M.D. Anderson Cancer Center,PHASE2,COMPLETED,2007-03,2015-03,61.0,Sunitinib Malate
NCT02173262,REaCT Integrated Consent Model to Compare Two Standard of Care Regimens,Ottawa Hospital Research Institute,PHASE4,COMPLETED,2014-08,2017-09,142.0,G-CSF; Ciprofloxacin
NCT00259662,High-dose Periop Statins for Prevention of DVT,Yale University,NA,COMPLETED,2005-11,2007-08,29.0,atorvastatin
NCT02729896,"A Study Evaluating Safety and Efficacy of Obinutuzumab, Polatuzumab Vedotin (Pola), and Atezolizumab (Atezo) in Participants With Relapsed or Refractory Follicular Lymphoma (FL) and Rituximab, Atezo, and Pola in Participants With Relapsed or Refractory Diffuse Large B-Cell Lymphoma (DLBCL)",Hoffmann-La Roche,PHASE1,COMPLETED,2016-11-09,2019-10-07,36.0,Atezolizumab [TECENTRIQ]; Obinutuzumab; Polatuzumab Vedotin; Rituximab
NCT04329962,Metabolism and Absorption of Anthocyanins From Extract and Whole Blueberry Powder Confections in Healthy Adults,Ohio State University Comprehensive Cancer Center,NA,COMPLETED,2018-05-08,2018-05-31,12.0,Blueberry Powder Food Product; Dietary Intervention; Questionnaire Administration
NCT01758146,Impact of Obesity on the Efficacy of Endocrine Therapy With Aromatase Inhibitors,"Post Graduate Institute of Medical Education and Research, Chandigarh",PHASE3,UNKNOWN,2012-01,2020-06,412.0,Tamoxifen; Letrozole
NCT03297346,Early Detection of Cardiovascular Changes After Radiotherapy for Breast Cancer,French Nuclear Safety and Radiation Protection Authority (ASNR),NA,COMPLETED,2017-09-01,2021-05-31,250.0,Cardiac imaging and circulating biomarkers
NCT07505446,Characterization of the Synergistic Antibacterial Effect of Verapamil on Bacterial Isolates From Cancer Patients,Assiut University,N/A,NOT_YET_RECRUITING,2026-05-01,2027-06-01,100.0,verapamil
NCT00026403,Combination Chemotherapy Plus Radiation Therapy in Treating Patients With Advanced Pancreatic Cancer,Alliance for Clinical Trials in Oncology,PHASE2,COMPLETED,2001-09,2009-07,48.0,cisplatin; gemcitabine hydrochloride; radiation therapy
NCT03788603,Rogaratinib (BAY1163877) in Chinese Patients,Bayer,PHASE1,COMPLETED,2019-01-07,2020-04-14,1.0,Rogaratinib (BAY1163877)
NCT02480842,Clinical Trial With Two Physical Therapy Protocols After Breast Cancer Surgery and Immediate Reconstruction,Federal University of São Paulo,NA,COMPLETED,2015-06,2019-07-17,120.0,Alloplastic free ROM; Alloplastic limited ROM; Oncoplastic free ROM; Oncoplastic limited ROM
NCT00936442,Arimidex Therapy Compliance Electronic Monitoring System,AstraZeneca,N/A,COMPLETED,2009-06,2010-12,104.0,Anastrozole; Educational materials
NCT00060242,Combretastatin A4 Phosphate in Treating Patients With Advanced Anaplastic Thyroid Cancer,Case Comprehensive Cancer Center,PHASE2,COMPLETED,2003-02,2008-01,26.0,fosbretabulin disodium
NCT03958942,"Bilateral Ultrasound Guided Quadratus Lumborum Versus Lumbar Epidural Block on Postoperative Analgesia, and Inflammatory Response in Abdominal Surgery",Assiut University,NA,UNKNOWN,2019-06-01,2020-03-01,60.0,Ultrasound quadratus lumborum block with bupivacaine 25%; lumbar epideural block with bupivacaine 25%
NCT04480086,Safety and Tolerability Study of Mivebresib Tablet Alone or in Combination With Ruxolitinib Tablet or Navitoclax Tablet in Adult Participants With Myelofibrosis,AbbVie,PHASE1,TERMINATED,2021-03-17,2023-07-28,1.0,Mivebresib; Navitoclax; Ruxolitinib
NCT03541486,A Clinical Trial Evaluating the Effect of Pharmacological Ascorbate on Radiation Therapy for Pancreatic Cancer Patients,"Joseph J. Cullen, MD, FACS",PHASE2,WITHDRAWN,2025-12-31,2030-12-31,0.0,Ascorbate; Gemcitabine; radiation therapy
NCT07650786,Cell Membrane Potential Regulates Spatial-Specific Mechanoptosis Resistance and Metastasis in Colorectal Cancer Via Mechanotransduction and the PVR/CD96 Axis,Ma Tianyi,N/A,COMPLETED,2024-02-01,2026-05-10,4.0,
NCT04857970,Routine Electronic Monitoring Of Quality Of Life -Poumon (REMOQOL-Poumon),Centre Hospitalier Universitaire de Besancon,N/A,UNKNOWN,2019-02-20,2025-08,72.0,Electronic HRQoL questionnaires with feedback to physicians; Paper-pencil HRQoL questionnaires w.o. feedback to physicians
NCT05003973,The Effectiveness of Anti-resistance Exercise on Lower Limb Lymphoedema Among Gynecological Cancer,National Cheng Kung University,NA,UNKNOWN,2021-08-20,2023-12-31,100.0,home-based anti-resistance exercise; usually care
NCT05882773,Asian Myeloproliferative Neoplasm (MPN) Registry,The University of Hong Kong,N/A,RECRUITING,2023-05,2026-12,1000.0,
NCT02220569,PhysioFlow to Detect Cardiotoxicity in Chemo,McGill University Health Centre/Research Institute of the McGill University Health Centre,N/A,UNKNOWN,2014-10,2016-07,100.0,
NCT07095569,Shoulder Denervation for Post Mastectomy Irradiation Shoulder Pain,"National Cancer Institute, Egypt",NA,RECRUITING,2025-08-01,2026-08-01,60.0,(Shoulder individual nerves TRF (thermal radio frequency): Patients will receive shoulder individual nerves Thermal RF.; conservative treatment
NCT00227669,"Gemcitabine With or Without Docetaxel as Second-Line Therapy in Treating Patients With Metastatic or Relapsed, Unresectable Uterine or Soft Tissue Leiomyosarcoma",UNICANCER,PHASE2,COMPLETED,2005-10,2012-08,90.0,docetaxel; gemcitabine hydrochloride
NCT02920541,Dose-escalation Study of Oral Administration of S 055746 in Patients With Acute Myeloid Leukaemia or Myelodysplastic Syndrome,Institut de Recherches Internationales Servier,PHASE1,COMPLETED,2015-01,2018-05-24,48.0,S 055746
NCT07623941,CUIMC Focal Therapy Registry,Columbia University,N/A,RECRUITING,2026-01-01,2040-12-31,1000.0,Focal therapy
NCT02672241,Nimotuzumab in Combination With Radio-chemotherapy for the Treatment of Brainstem Tumor in Children,"Xinhua Hospital, Shanghai Jiao Tong University School of Medicine",PHASE2,UNKNOWN,2016-01,2019-08,30.0,Nimotuzumab; Temozolomide
NCT05876754,An Early Access Study of Ivosidenib in Patients With a Pretreated Locally Advanced or Metastatic Cholangiocarcinoma,Servier Affaires Médicales,PHASE3,ACTIVE_NOT_RECRUITING,2023-05-03,2027-12-01,299.0,Ivosidenib Oral Tablet
NCT00155805,Immunologic Factors in Reflux Esophagitis and Barrett's Esophagus,National Taiwan University Hospital,N/A,UNKNOWN,2004-02,2006-12,90.0,
NCT04042805,Sintilimab Combined With Lenvatinib in Local Advanced Hepatocellular Carcinoma,Baocai Xing,PHASE2,UNKNOWN,2019-08-01,2024-08-30,36.0,Sintilimab; Lenvatinib
NCT07370805,18F-FAPI PET in Lung Cancer,First Affiliated Hospital of Zhejiang University,N/A,NOT_YET_RECRUITING,2026-02-01,2028-12-31,120.0,18F-FAPI PET
NCT01130805,A Study of Pazopanib With CAPEOX in AGC Patients,Samsung Medical Center,PHASE2,COMPLETED,2010-12,2015-12,66.0,Pazopanib in combination with capecitabine and oxaliplatin
NCT01475266,Single Immediate Instillation of EO9 After TURBT in Patients With Non-muscle-invasive Bladder Cancer (NMIBC),"Nippon Kayaku Co., Ltd.",PHASE2,TERMINATED,2011-11,2013-04,51.0,EO9 (Apaziquone); Placebo
NCT01637194,Cetuximab and Everolimus in Treating Patients With Metastatic or Recurrent Colon Cancer or Head and Neck Cancer,Fox Chase Cancer Center,PHASE1,COMPLETED,2008-11,2011-07,12.0,everolimus; cetuximab; pharmacological study; laboratory biomarker analysis
NCT04898894,Study of Selinexor and Venetoclax in Combination With Chemotherapy in Pediatric and Young Adult Patients With Refractory or Relapsed Acute Myeloid Leukemia,St. Jude Children's Research Hospital,PHASE1,ACTIVE_NOT_RECRUITING,2021-11-15,2027-09,37.0,Venetoclax; Selinexor; Cytarabine; Fludarabine; Filgrastim; Methotrexate; methotrexate/hydrocortisone/cytarabine
NCT01194466,Transcutaneous Electrical Nerve Stimulation (TENS) and Head and Neck Cancer Pain (HNC) (TENS & HNC),Jennifer E. Lee,NA,COMPLETED,2011-05-15,2012-08-14,41.0,Transcutaneous Electrical Nerve Stimulation (TENS)
NCT00766766,Reduction of Environmental Tobacco Smoke (ETS) Exposure In Pediatric Cancer Patients,St. Jude Children's Research Hospital,NA,COMPLETED,2002-09,2010-06,166.0,Health Risk and Behavioral Skills Coaching Sessions; Telephone Coaching Sessions; Physician Feedback Letter
NCT06859151,DNA Methylation and the Increased Risk of Cervical Cancer Development,Zhujiang Hospital,N/A,NOT_YET_RECRUITING,2025-03-20,2026-12-30,2000.0,Reproductive tract microbiota
NCT02908451,"A Study of AbGn-107 in Patients With Gastric, Colorectal, Pancreatic or Biliary Cancer",AbGenomics B.V Taiwan Branch,PHASE1,TERMINATED,2017-04-24,2021-02-28,39.0,AbGn-107
NCT00599131,Cetuximab and Radiation Therapy in Laryngeal Cancer Patients Who Have Responded to One Cycle of Chemotherapy (SPORE),University of Michigan Rogel Cancer Center,PHASE2,TERMINATED,2007-08,2010-10,4.0,Cisplatin; Cetuximab; 5-Fluorouracil; Docetaxel
NCT00534131,Anterior Perineal Plane for Ultra Low Anterior Resection of the Rectum,Queen Mary University of London,NA,COMPLETED,2004-04-01,2015-11-01,23.0,Standard abdominal approach for rectal excision; APPEAR Procedure; Proctectomy
NCT00743431,Caelyx in Ovarian Cancer: Prevention and Treatment of Infusion Reactions and Palmar-plantar Erythrodysesthesia (Study P04085)(COMPLETED),Merck Sharp & Dohme LLC,N/A,COMPLETED,2005-02,2008-12,224.0,Caelyx (Pegylated Lyposomal Doxorubicin)
NCT05821231,Study Evaluating the Safety and Efficacy of MEDI5752 in Combination With Stereotactic Radiotherapy in Patients With Metastatic Sarcoma,Institut Claudius Regaud,PHASE1,COMPLETED,2023-12-12,2026-09-07,14.0,SBRT + MEDI5752
NCT01060202,Quality of Life of Non-transplant Candidate Multiple Myeloma Patients Treated With Early Bortezomib,"Janssen Korea, Ltd., Korea",N/A,COMPLETED,2009-11,2011-07,60.0,No intervention
NCT01096602,Blockade of PD-1 in Conjunction With the Dendritic Cell/AML Vaccine Following Chemotherapy Induced Remission,Beth Israel Deaconess Medical Center,PHASE2,COMPLETED,2010-05,2025-06,63.0,DC AML Vaccine
NCT07432802,Sublobar Wedge Resection or Stereotactic Radiotherapy Treatment of High-risk Patients With Early-stage Lung Cancer,Aarhus University Hospital,NA,NOT_YET_RECRUITING,2026-09-01,2031-08-30,182.0,Stereotactic radiation therapy intervention; Surgical intervention
NCT02779751,A Study of Abemaciclib (LY2835219) in Participants With Non-Small Cell Lung Cancer or Breast Cancer,Eli Lilly and Company,PHASE1,ACTIVE_NOT_RECRUITING,2016-11-14,2026-12,100.0,Abemaciclib; Pembrolizumab; Anastrozole
NCT02956551,Personalized DC Vaccine for Lung Cancer,Sichuan University,PHASE1,UNKNOWN,2016-11-30,2020-06-01,20.0,DC vaccine
NCT05446051,Development and Testing of a TTDSS for Cancer Patients,St. Martin De Porress Hospital,NA,UNKNOWN,2022-07-25,2024-04-06,136.0,the Mandarin Version of the electronic patient self-Reporting of Adverse-events (eRAPID-MV); the telephone triage decision support system (TTDSS)
NCT07588737,Multimodal AI-Guided Recovery Management After Lung Cancer Surgery,The First Affiliated Hospital of Guangzhou Medical University,NA,RECRUITING,2025-03-01,2026-12-31,868.0,Conventional Internet-Based Rehabilitation Information; Large Language Model-Assisted Rehabilitation Nursing
NCT00030537,Erlotinib in Treating Patients With Locally Advanced or Metastatic Breast Cancer,National Cancer Institute (NCI),PHASE2,COMPLETED,2001-11,2003-03,,erlotinib hydrochloride
NCT07356245,Ruxolitinib Maintenance Post-Hematopoietic Stem Cell Transplant T-Cell Lymphoma,Jonathan Brammer,PHASE2,RECRUITING,2026-02-12,2027-01-31,44.0,Ruxolitinib; Positron emission tomography-computed tomography; Bone Marrow Biopsy; Biopsy Procedure; Biospecimen Collection
NCT01835145,Cabozantinib-S-Malate Compared With Temozolomide or Dacarbazine in Treating Patients With Metastatic Melanoma of the Eye That Cannot Be Removed by Surgery,National Cancer Institute (NCI),PHASE2,COMPLETED,2013-07-31,2019-11-01,47.0,Cabozantinib S-malate; Dacarbazine; Laboratory Biomarker Analysis; Temozolomide
NCT03151772,Bioavailability of Disulfiram and Metformin in Glioblastomas,Sahlgrenska University Hospital,EARLY_PHASE1,TERMINATED,2018-01-29,2020-09-24,3.0,Disulfiram; Metformin
NCT05169372,Retrospective Analysis of 68Ga-PSMA-PET in Patients With Prostate Cancer: Experience From Brazil,Latin American Cooperative Oncology Group,N/A,TERMINATED,2022-05-11,2024-01-19,12.0,
NCT01223872,"Childhood Cancer Survivors' Knowledge of Diagnosis,Treatment and Risk of Late Effects: Specialized Survivorship Clinic",Vanderbilt University Medical Center,N/A,COMPLETED,2010-08,2015-08,188.0,interview; clinic visit and interview; interviews and clinic visit
NCT05730595,Fluorescence Laparoscopic Navigation for Rectal Cancer and Sigmoid Colon Cancer,"Cancer Institute and Hospital, Chinese Academy of Medical Sciences",NA,NOT_YET_RECRUITING,2023-09-01,2027-06-01,550.0,lymph node dissection
NCT07099079,Post-Market Clinical Follow-Up Study on the Rotational Stability of an Intraocular Lens After Cataract Surgery,Rayner Intraocular Lenses Limited,N/A,NOT_YET_RECRUITING,2026-11,2027-12,92.0,
NCT00891579,Study of Pemetrexed Versus Gefitinib in Patients With Locally Advanced or Metastatic Non Small Cell Lung Cancer Who Have Previously Received Platinum-Based Chemotherapy Without Epidermal Growth Factor Receptor (EGFR) Mutations,Chinese Society of Lung Cancer,PHASE2,COMPLETED,2009-02,2012-11,161.0,Pemetrexed (Alimta); Gefitinib (IRESSA)
NCT03310996,Non-invasive Stimulation in Neurofibromatosis Type 1,University of Manchester,NA,COMPLETED,2017-10-13,2018-06-30,16.0,Transcranial direct current stimulation
NCT04987996,GR-MD-02 + Pembrolizumab Versus Pembrolizumab Monotherapy in Melanoma and Squamous Cell Head and Neck Cancer Patients,Providence Health & Services,PHASE2,WITHDRAWN,2023-07-01,2031-07-01,0.0,GR-MD-02; Placebo; Pembrolizumab
NCT07667296,APG-157 in Locally Advanced Head and Neck Squamous Cell Carcinoma,"Aveta Biomics, Inc.",PHASE3,NOT_YET_RECRUITING,2026-07,2032-12,826.0,APG-157; Surgery; Radiation/Chemotherapy; Radiation/Chemotherapy
NCT05369988,VALIDATION OF THE VIBe INTRAOPERATIVE BLEEDING SCALE IN LIVER SURGERY,Hospital Miguel Servet,N/A,UNKNOWN,2022-07-01,2023-04-01,259.0,
NCT05971303,Impact of Cultural and Linguistic Backgrounds on Patient Care and Experience of Women With Gynecologic Malignancies,"University Health Network, Toronto",N/A,ACTIVE_NOT_RECRUITING,2022-03-15,2026-12,45.0,Questionnaire
